beer,abv,ibu,style,brewery
Torrey Pines IPA,6.8,10.0,American-Style India Pale Ale,Oggi's Pizza and Brewing - Vista
Sunset Amber Ale,5.0,10.0,American-Style Amber/Red Ale,Oggi's Pizza and Brewing - Vista
Irish Stout,4.5,10.0,American-Style Stout,Oggi's Pizza and Brewing - Vista
Sweet Spot Hefe,5.5,10.0,South German-Style Hefeweizen,Oggi's Pizza and Brewing - Vista
California Gold,4.5,10.0,American-Style Lager,Oggi's Pizza and Brewing - Vista
India Pale Ale,4.5,10.0,American-Style Pale Ale,Sports City Cafe & Brewery
Pale Ale,4.5,10.0,American-Style Pale Ale,Sports City Cafe & Brewery
Red Ale,4.5,10.0,American-Style Pale Ale,Sports City Cafe & Brewery
Brown Ale,4.5,10.0,American-Style Brown Ale,Sports City Cafe & Brewery
Creamy Stout,4.5,10.0,American-Style Stout,Sports City Cafe & Brewery
Voyageur Extra Pale Ale,4.5,10.0,American-Style Pale Ale,James Page Brewing
Burly Brown Ale,4.5,10.0,American-Style Brown Ale,James Page Brewing
Iron Range Amber Lager,4.5,10.0,American-Style Lager,James Page Brewing
Hop Pocket Ale,4.5,10.0,American-Style Pale Ale,Tuppers Hop Pocket Ale
Pale Ale,4.5,10.0,American-Style Pale Ale,Oasis Brewery and Restaurant
Cat Tail Pale Ale,4.5,10.0,American-Style Pale Ale,Backwater Brewing
Wingdam Wheat,4.5,10.0,South German-Style Hefeweizen,Backwater Brewing
Pale Ale,4.5,10.0,American-Style Pale Ale,Onion Pub & Brewery
Pale Ale,4.5,10.0,American-Style Pale Ale,Bent River Brewing
Salmon Tail Pale Ale,4.5,10.0,American-Style Pale Ale,Duneland Brewhouse Pub and Restaurant
Third Coast Ale,4.5,10.0,American-Style Pale Ale,Kalamazoo Brewing
Two-Hearted Ale,4.5,10.0,American-Style Pale Ale,Kalamazoo Brewing
Great Lakes Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Kalamazoo Brewing
Premium Ale,4.5,10.0,American-Style Pale Ale,Lake Louie Brewing
Pale Pale Boss Ale,4.8,10.0,American-Style Pale Ale,Upper Mississippi Brewing
Mullin Brown,4.8,10.0,American-Style Brown Ale,Upper Mississippi Brewing
Mudcat Stout,4.5,10.0,American-Style Stout,Upper Mississippi Brewing
Hefeweizen,4.2,10.0,South German-Style Hefeweizen,Upper Mississippi Brewing
Bartles and Lager,4.0,10.0,American-Style Lager,Upper Mississippi Brewing
Pantown Pale Ale,4.5,10.0,American-Style Pale Ale,O'Hara's Brewpub and Restaurant
Quarry Rock Red,4.5,10.0,American-Style Amber/Red Ale,O'Hara's Brewpub and Restaurant
Golden Honey Wheat,4.5,10.0,American-Style Lager,O'Hara's Brewpub and Restaurant
Red Rooster Pale Ale,4.5,10.0,American-Style Pale Ale,Copper Eagle Brewing
Copper Wheat,4.5,10.0,American-Style Pale Ale,Copper Eagle Brewing
Guinea Pig Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Copper Eagle Brewing
Tornado Ale,4.5,10.0,American-Style Pale Ale,Olde Peninsula Brewpub and Restaurant
Haymarket Ale,4.5,10.0,American-Style Pale Ale,Olde Peninsula Brewpub and Restaurant
India Pale Ale,4.5,10.0,American-Style Pale Ale,Olde Peninsula Brewpub and Restaurant
"1,2,3 Ale",4.5,10.0,American-Style Amber/Red Ale,Olde Peninsula Brewpub and Restaurant
Sunset Red,4.5,10.0,American-Style Amber/Red Ale,Olde Peninsula Brewpub and Restaurant
Double Cream Oatmeal Stout,4.5,10.0,American-Style Stout,Olde Peninsula Brewpub and Restaurant
Midnight Stout,4.5,10.0,American-Style Stout,Olde Peninsula Brewpub and Restaurant
Winter Wheat,4.5,10.0,American-Style Lager,Olde Peninsula Brewpub and Restaurant
Frostbite,4.5,10.0,American-Style Pale Ale,Southend Brewery and Smokehouse - Charleston
Bombay Pale Ale,4.5,10.0,American-Style Pale Ale,Southend Brewery and Smokehouse - Charleston
Scarlet Ale,4.5,10.0,American-Style Amber/Red Ale,Southend Brewery and Smokehouse - Charleston
East Bay Brown,4.5,10.0,American-Style Brown Ale,Southend Brewery and Smokehouse - Charleston
Ruby Red Lager,4.5,10.0,American-Style Lager,Southend Brewery and Smokehouse - Charleston
Ironman Wheat,4.5,10.0,American-Style Lager,Southend Brewery and Smokehouse - Charleston
Blonde,4.5,10.0,American-Style Lager,Southend Brewery and Smokehouse - Charleston
Blonde Light,4.5,10.0,American-Style Lager,Southend Brewery and Smokehouse - Charleston
Pale Ale,4.5,10.0,American-Style Pale Ale,Randy's Fun Hunters Brewery Restaurant and Banquet Center
Oatmeal Stout,4.5,10.0,American-Style Stout,Randy's Fun Hunters Brewery Restaurant and Banquet Center
Amber Lager,4.5,10.0,American-Style Lager,Randy's Fun Hunters Brewery Restaurant and Banquet Center
Wheat Ale,4.5,10.0,American-Style Lager,Randy's Fun Hunters Brewery Restaurant and Banquet Center
Liberty Pale Ale,4.5,10.0,American-Style Pale Ale,Grumpy Troll Restaurant and Brewery
2nd Street Amber,4.5,10.0,American-Style Amber/Red Ale,Grumpy Troll Restaurant and Brewery
How Now,4.5,10.0,American-Style Brown Ale,Grumpy Troll Restaurant and Brewery
Grumpy Two,4.5,10.0,American-Style Stout,Grumpy Troll Restaurant and Brewery
Trailside Wheat,4.5,10.0,South German-Style Hefeweizen,Grumpy Troll Restaurant and Brewery
Rye Bock,4.5,10.0,Traditional German-Style Bock,Grumpy Troll Restaurant and Brewery
Lager,4.5,10.0,American-Style Lager,Grumpy Troll Restaurant and Brewery
Anniversary Ale,4.5,10.0,American-Style Pale Ale,Charlie and Jake's Brewery and BBQ
Pacific Pale,4.5,10.0,American-Style Pale Ale,Santa Barbara Brewing
India Pale Ale,4.5,10.0,American-Style Pale Ale,Tenaya Creek Restaurant and Brewery
Jackpot Pale,4.5,10.0,American-Style Pale Ale,Monte Carlo Casino and Brewpub
Hard Woods Pale,4.5,10.0,American-Style Pale Ale,PH Woods Diner and Brewery
Pale,4.5,10.0,American-Style Pale Ale,Coastal Fog Brewing
Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Coastal Fog Brewing
Brandenburg Gate Mí_rzen,4.5,10.0,German-Style Oktoberfest,Coastal Fog Brewing
Blind Side Pale Ale,4.5,10.0,American-Style Pale Ale,Blicks Brewing
Pale Ale,5.52,10.0,American-Style Pale Ale,New River Brewing
Lucknow India Pale Ale,4.5,10.0,American-Style Pale Ale,Castle Springs Brewery
Thunder Pup Pale,4.5,10.0,American-Style Pale Ale,Lightning Boy Brewery
Red Earth Pale Ale,4.5,10.0,American-Style Pale Ale,Jasper Ridge Brewery
Jasper Lyte,4.5,10.0,American-Style Pale Ale,Jasper Ridge Brewery
Iron Red Ale,4.5,10.0,American-Style Amber/Red Ale,Jasper Ridge Brewery
Jasper Brown Ale,4.5,10.0,American-Style Brown Ale,Jasper Ridge Brewery
Kirkland Ale,4.5,10.0,American-Style Pale Ale,Northwest Brewwrks
Pale Ale,4.5,10.0,American-Style Pale Ale,Keg Microbrewery & Restaurant
Brown,4.5,10.0,American-Style Brown Ale,Keg Microbrewery & Restaurant
Stout,4.5,10.0,American-Style Stout,Keg Microbrewery & Restaurant
Wheat,4.5,10.0,American-Style Lager,Keg Microbrewery & Restaurant
Pale,4.5,10.0,American-Style Pale Ale,Glacial Lakes Brewing
Red,4.5,10.0,American-Style Amber/Red Ale,Glacial Lakes Brewing
Pale Ale,4.5,10.0,American-Style Pale Ale,Orchard Street Brewery
Iowa Pale Ale,5.0,10.0,American-Style Pale Ale,Stone City Brewing
Artist Colony Ale,5.5,10.0,American-Style Amber/Red Ale,Stone City Brewing
Stein Bock,4.5,10.0,Traditional German-Style Bock,Stone City Brewing
Hop-Stuffed Pale Ale,4.5,10.0,American-Style Pale Ale,Bibiana Brewing
Wild West Beer,4.5,10.0,American-Style Pale Ale,Kessler Brewing
Doppelbock,6.8,10.0,Traditional German-Style Bock,Kessler Brewing
Midnight Star Ale,4.5,10.0,American-Style Pale Ale,Sioux Falls Brewing
Ringneck Red Ale,4.5,10.0,American-Style Amber/Red Ale,Sioux Falls Brewing
Buffalo Stout,4.5,10.0,American-Style Stout,Sioux Falls Brewing
Canary Wheat,4.5,10.0,South German-Style Hefeweizen,Sioux Falls Brewing
Paddy Pale Ale,4.5,10.0,American-Style Pale Ale,Wild Onion Brewing
Jack Stout,4.5,10.0,American-Style Stout,Wild Onion Brewing
Hidden River Red Ale,4.5,10.0,American-Style Pale Ale,Founders Hill Brewing
Founders Light,4.5,10.0,American-Style Pale Ale,Founders Hill Brewing
Blacksmith Stout,4.5,10.0,American-Style Stout,Founders Hill Brewing
Blackburn Doppelbock,7.9,10.0,Traditional German-Style Bock,Founders Hill Brewing
Maibock,4.5,10.0,Traditional German-Style Bock,Founders Hill Brewing
Heritage Wheat,4.5,10.0,American-Style Lager,Founders Hill Brewing
Independence Ale,4.5,10.0,American-Style Pale Ale,Kelmer's Brewhouse
Klassic,4.5,10.0,American-Style Pale Ale,Kelmer's Brewhouse
Klout,4.5,10.0,American-Style Stout,Kelmer's Brewhouse
Krystal,4.5,10.0,American-Style Lager,Kelmer's Brewhouse
VHB,4.5,10.0,American-Style Pale Ale,St. Stan's Brewing Co.
Classic Pale Ale,4.5,10.0,American-Style Pale Ale,Steve and Clark's Brew Pub and Sausage Co. #2
Northwest Pale Ale,4.5,10.0,American-Style Pale Ale,Steve and Clark's Brew Pub and Sausage Co. #2
Melon Head Red,4.5,10.0,American-Style Amber/Red Ale,Steve and Clark's Brew Pub and Sausage Co. #2
Bull Town Brown,4.5,10.0,American-Style Brown Ale,Steve and Clark's Brew Pub and Sausage Co. #2
Satin Stout,4.5,10.0,American-Style Stout,Steve and Clark's Brew Pub and Sausage Co. #2
Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Steve and Clark's Brew Pub and Sausage Co. #2
Honey Wheat,4.5,10.0,American-Style Lager,Steve and Clark's Brew Pub and Sausage Co. #2
Rhubarb,4.5,10.0,Light American Wheat Ale or Lager,Steve and Clark's Brew Pub and Sausage Co. #2
Apricot,4.5,10.0,Light American Wheat Ale or Lager,Steve and Clark's Brew Pub and Sausage Co. #2
Tornado Ale,4.5,10.0,American-Style Pale Ale,Pony Express Brewing
Boulder Creek Pale Ale,4.5,10.0,American-Style Pale Ale,Rock Bottom Restaurant & Brewery - San Jose
Raccoon Red Ale,4.5,10.0,American-Style Amber/Red Ale,Rock Bottom Restaurant & Brewery - San Jose
Brown Bear Brown Ale,4.5,10.0,American-Style Brown Ale,Rock Bottom Restaurant & Brewery - San Jose
Stillwater Stout,4.5,10.0,American-Style Stout,Rock Bottom Restaurant & Brewery - San Jose
Pilsner,4.5,10.0,American-Style Lager,Rock Bottom Restaurant & Brewery - San Jose
Faller Wheat,4.5,10.0,American-Style Lager,Rock Bottom Restaurant & Brewery - San Jose
Hammerhead Red,4.5,10.0,American-Style Pale Ale,Grizzly Bay Brewing
Stout,4.5,10.0,American-Style Stout,Grizzly Bay Brewing
Weizen,4.5,10.0,American-Style Lager,Grizzly Bay Brewing
Anchorage Ale,4.5,10.0,American-Style Pale Ale,Silver Gulch Brewing Company
Old 55 Pale Ale,4.5,10.0,American-Style Pale Ale,Silver Gulch Brewing Company
Independence Ale,6.7,10.0,American-Style Pale Ale,Brewpub-on-the-Green
Pale Ale,4.5,10.0,American-Style Pale Ale,Hubcap Brewery and Kitchen
Beaver Tail Brown Ale,4.5,10.0,American-Style Brown Ale,Hubcap Brewery and Kitchen
Rainbow Trout Stout,4.5,10.0,American-Style Stout,Hubcap Brewery and Kitchen
Overcast Ale,4.5,10.0,American-Style Pale Ale,Roffey Brewery
Lake Effect Stout,4.5,10.0,American-Style Stout,Roffey Brewery
Kenziger,4.5,10.0,American-Style Pale Ale,Philadelphia Brewing Co
Newbold IPA,6.5,10.0,American-Style India Pale Ale,Philadelphia Brewing Co
Walt Wit,5.0,10.0,Belgian-Style White,Philadelphia Brewing Co
Rowhouse Red,5.0,10.0,French & Belgian-Style Saison,Philadelphia Brewing Co
Colonel Paris Pale Ale,4.5,10.0,American-Style Pale Ale,Blue Ridge Brewing
CH-47 Pale Ale,5.0,10.0,American-Style Pale Ale,Bethlehem Brew Works
Arc Weld Alt,5.3,10.0,German-Style Brown Ale/Altbier,Bethlehem Brew Works
Cassis Reserve Lambic í¢äåì06,6.5,10.0,Belgian-Style Fruit Lambic,Bethlehem Brew Works
Pale Ale,4.5,10.0,American-Style Pale Ale,Palmetto Brewing
Avenue Ale,4.1,10.0,American-Style Pale Ale,White Marsh Brewing Company
Cumberland Pale Ale,4.6,10.0,American-Style Pale Ale,Barrel House Brewing Co.
RedLegg Ale,4.9,10.0,American-Style Amber/Red Ale,Barrel House Brewing Co.
Duveneck's Dortmunder,4.5,10.0,American-Style Lager,Barrel House Brewing Co.
Big Buck Beer,5.2,10.0,American-Style Pale Ale,Big Buck Brewery
Buck Naked,3.2,10.0,American-Style Light Lager,Big Buck Brewery
Raspberry Wheat,4.8,10.0,Light American Wheat Ale or Lager,Big Buck Brewery
Patchway Pale Ale,5.5,10.0,American-Style Pale Ale,Marzoni's Brick Oven & Brewing Co
Avalanche IPA,6.9,10.0,American-Style India Pale Ale,Marzoni's Brick Oven & Brewing Co
Marzoni's Amber Lager,6.1,10.0,American-Style Amber/Red Ale,Marzoni's Brick Oven & Brewing Co
Stone Mason Stout,6.1,10.0,American-Style Stout,Marzoni's Brick Oven & Brewing Co
Locke Mountain Light,3.7,10.0,American-Style Light Lager,Marzoni's Brick Oven & Brewing Co
Highway 22 Wheat,4.7,10.0,Light American Wheat Ale or Lager,Marzoni's Brick Oven & Brewing Co
Canvas Back American Pale Ale,4.5,10.0,American-Style Pale Ale,Red Star Brewery & Grille
Strawberry Honey Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Red Star Brewery & Grille
Iron Horse Stout,4.5,10.0,American-Style Stout,Red Star Brewery & Grille
Red Star Pilsner,4.5,10.0,German-Style Pilsener,Red Star Brewery & Grille
Greensburg Lager,4.5,10.0,American-Style Lager,Red Star Brewery & Grille
Golden Light,4.5,10.0,American-Style Light Lager,Red Star Brewery & Grille
Angry Planet Pale Ale,6.1,10.0,American-Style Pale Ale,Flat Earth Brewing Company
Flat Earth Belgian-style Pale Ale,5.2,10.0,Belgian-Style Pale Ale,Flat Earth Brewing Company
Lift Bridge Pale Ale,5.5,10.0,American-Style Pale Ale,Lift Bridge Brewery
Harvestí_r Fresh Hop Ale,7.2,10.0,American-Style Pale Ale,Lift Bridge Brewery
Biscotti,7.0,10.0,Belgian-Style Dark Strong Ale,Lift Bridge Brewery
Farm Girl Saison,6.0,10.0,French & Belgian-Style Saison,Lift Bridge Brewery
Live Oak Pale Ale,4.5,10.0,American-Style Pale Ale,Live Oak Brewing
Liberation Ale,6.0,10.0,American-Style India Pale Ale,Live Oak Brewing
Live Oak Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Live Oak Brewing
Live Oak Pilz,4.5,10.0,German-Style Pilsener,Live Oak Brewing
Oaktoberfest,4.5,10.0,German-Style Oktoberfest,Live Oak Brewing
Big Bark Amber Lager,4.5,10.0,American-Style Lager,Live Oak Brewing
Burning Bird Pale Ale,4.8,10.0,American-Style Pale Ale,Sonoran Brewing Company
Victorian IPA,6.2,10.0,American-Style India Pale Ale,Sonoran Brewing Company
Firestole Pale 31,4.6,10.0,American-Style Pale Ale,Firestone Walker Brewing Company
Union Jack India Pale Ale,7.5,10.0,American-Style India Pale Ale,Firestone Walker Brewing Company
Double Barrel Ale,5.0,10.0,American-Style Amber/Red Ale,Firestone Walker Brewing Company
Orlando Blonde Ale,4.5,10.0,American-Style Pale Ale,Orlando Brewing
Orange Blossom Pilsner,6.5,10.0,Fruit Beer,Orlando Brewing
Orange Blossom Pilsner í_,11.0,10.0,Fruit Beer,Orlando Brewing
Old Faithful Ale,4.5,10.0,American-Style Pale Ale,Grand Teton Brewing #2
Teton Ale,4.5,10.0,American-Style Amber/Red Ale,Grand Teton Brewing #2
Holyoke Dam Ale,4.5,10.0,American-Style Pale Ale,Paper City Brewing Company
Genesis,4.5,10.0,American-Style Pale Ale,Shmaltz Brewing Company
Bittersweet Lenny R.I.P.A.,14.5,10.0,Imperial or Double India Pale Ale,Shmaltz Brewing Company
Bonaventure Pale Ale,5.5,10.0,American-Style Pale Ale,Bonaventure Brewing Co
Tropical Mango,4.5,10.0,American-Style Pale Ale,St John Brewers
Point Of Rocks Pale Ale,4.5,10.0,American-Style Pale Ale,Vintage 50 Restaurant and Brew Lounge
50 CAT IPA,4.5,10.0,American-Style India Pale Ale,Vintage 50 Restaurant and Brew Lounge
Hop Mountain,5.6,10.0,American-Style Pale Ale,Old Dominion Brewing Co.
Oak Barrel Stout,5.2,10.0,American-Style Stout,Old Dominion Brewing Co.
Pine Belt Pale Ale,6.3,10.0,American-Style Pale Ale,Southern Star Brewing Company
Buried Hatchet Stout,8.25,10.0,American-Style Stout,Southern Star Brewing Company
Hudson Pale Ale,4.5,10.0,American-Style Pale Ale,New Jersey Beer Company
Pale Ale,4.4,25.0,American-Style Pale Ale,The St. Louis Brewrey
The Public,6.0,10.0,American-Style Pale Ale,DC Brau
Holy Mackerel Mack In Black,8.0,10.0,American-Style Strong Pale Ale,Gordash Brewing Company
Holy Mackerel Special Golden Ale,8.5,10.0,Belgian-Style Pale Strong Ale,Gordash Brewing Company
Green Monsta Ale,7.3,10.0,American-Style Strong Pale Ale,Wachusetts Brewing Company
Wachusetts IPA,4.5,10.0,American-Style India Pale Ale,Wachusetts Brewing Company
The Angel's Share - Bourbon Barrel Aged,12.5,10.0,American-Style Strong Pale Ale,The Lost Abbey
Serpents Stout,14.55,10.0,American-Style Imperial Stout,The Lost Abbey
Judgement Day,14.55,10.0,Belgian-Style Quadrupel,The Lost Abbey
Devotion,6.25,10.0,Belgian-Style Pale Ale,The Lost Abbey
Lost and Found Abbey Ale,7.5,10.0,Other Belgian-Style Ales,The Lost Abbey
Avant Garde,7.0,10.0,French & Belgian-Style Saison,The Lost Abbey
Red Barn Ale,6.7,10.0,French & Belgian-Style Saison,The Lost Abbey
Watershed IPA,7.1,10.0,American-Style Strong Pale Ale,Oakshire
Watershed IPA,7.1,10.0,American-Style Strong Pale Ale,Oakshire
Furious Beer,6.0,10.0,American-Style India Pale Ale,Surly Brewing
Bender Beer,5.1,10.0,American-Style Brown Ale,Surly Brewing
Darkness,14.53,10.0,American-Style Imperial Stout,Surly Brewing
Bent Nail IPA,4.5,10.0,American-Style India Pale Ale,Red Lodge Ales
Glacier Ale,4.5,10.0,American-Style Amber/Red Ale,Red Lodge Ales
Woody Organic IPA,6.2,10.0,American-Style India Pale Ale,Roots Organic Brewing
Duke IPA,5.1,10.0,American-Style India Pale Ale,Granite City Food & Brewery - Omaha
Broad Axe Stout,5.0,10.0,American-Style Stout,Granite City Food & Brewery - Omaha
Northern Light Lager,4.4,10.0,American-Style Lager,Granite City Food & Brewery - Omaha
IPA,6.7,10.0,American-Style India Pale Ale,Terminal Gravity Brewing
Hoppy Hour IPA,4.5,10.0,American-Style India Pale Ale,Mash House Restaurant and Brewery
IPA,4.5,10.0,American-Style India Pale Ale,Schooner's Grille & Brewery
Old Town IPA,4.5,10.0,American-Style India Pale Ale,Tustin Brewing
Full Tilt IPA,4.5,10.0,American-Style India Pale Ale,Harbor City Brewing
Mile Rock Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Harbor City Brewing
Main Street Brown Ale,4.5,10.0,American-Style Brown Ale,Harbor City Brewing
Old Elephant Foot IPA,4.5,10.0,American-Style India Pale Ale,Tampa Bay Brewing
IPA,4.5,10.0,American-Style India Pale Ale,Coach's Norman
Kalamath Basin IPA,4.5,10.0,American-Style India Pale Ale,Mia and Pia's Pizzeria and Brewhouse
Y2KIPA,4.5,10.0,American-Style India Pale Ale,Watson Brothers Brewhouse
Hop Daddy IPA,4.5,10.0,American-Style India Pale Ale,Main Street Brewery
Mesa Cerveza Schnorzenboomer,4.5,10.0,Traditional German-Style Bock,Main Street Brewery
Stuft Pizza Torrey Pines IPA,4.5,10.0,American-Style India Pale Ale,Del Mar Stuft Pizza and Brewing
Pick Axe IPA,6.5,10.0,American-Style India Pale Ale,Socorro Springs Brewing
Hops Explosion IPA,4.5,10.0,American-Style India Pale Ale,Watch City Brewing
Mister Hoppy IPA,4.5,10.0,American-Style India Pale Ale,Wolf Tongue Brewery
Hopyard IPA,5.3,10.0,American-Style India Pale Ale,Rockyard Brewing
IPA,4.5,10.0,American-Style India Pale Ale,Sprecher Brewing
Sprecher Pub Ale,4.5,10.0,American-Style Brown Ale,Sprecher Brewing
Sprecher Irish Stout,5.73,10.0,American-Style Stout,Sprecher Brewing
Sprecher Russian Imperial Stout,8.5,10.0,American-Style Imperial Stout,Sprecher Brewing
Hefe Weiss,4.2,10.0,South German-Style Hefeweizen,Sprecher Brewing
Sprecher Abbey Triple,8.41,10.0,Belgian-Style Tripel,Sprecher Brewing
Sprecher Oktoberfest,5.75,10.0,German-Style Oktoberfest,Sprecher Brewing
Black Bavarian Lager,5.86,10.0,German-Style Schwarzbier,Sprecher Brewing
Winter Brew,5.75,10.0,Traditional German-Style Bock,Sprecher Brewing
Sprecher Maibock,6.0,10.0,German-Style Heller Bock/Maibock,Sprecher Brewing
Sprecher Doppelbock,7.85,10.0,German-Style Doppelbock,Sprecher Brewing
Special Amber,5.0,10.0,American-Style Lager,Sprecher Brewing
Pale Lager,4.5,10.0,American-Style Lager,Sprecher Brewing
Anniversary Ale,4.5,10.0,Light American Wheat Ale or Lager,Sprecher Brewing
IPA,4.5,10.0,American-Style India Pale Ale,Carolina Brewery
Amber,4.5,10.0,American-Style Amber/Red Ale,Carolina Brewery
Stout,4.5,10.0,American-Style Stout,Carolina Brewery
Lager,4.5,10.0,American-Style Lager,Carolina Brewery
Hoppy Face Amber Ale,5.5,10.0,American-Style India Pale Ale,Hoppy Brewing Company
Stony Face Red Ale,5.6,10.0,American-Style Amber/Red Ale,Hoppy Brewing Company
Liquid Sunshine Blonde Ale,5.0,10.0,Golden or Blonde Ale,Hoppy Brewing Company
Total Eclipse Black Ale,5.6,10.0,American-Style Stout,Hoppy Brewing Company
Hoppy Claus Holiday Ale,7.8,10.0,Winter Warmer,Hoppy Brewing Company
IPA Pale Ale,4.5,10.0,American-Style India Pale Ale,Railway Brewing
Ironhorse Not Brown,4.5,10.0,American-Style Brown Ale,Railway Brewing
Kennebunkport IPA,4.5,10.0,American-Style India Pale Ale,Pugsley Brewing LLC
Thunderhead IPA,5.8,10.0,American-Style India Pale Ale,Thunder Canyon Brewery
Bengali Tiger,6.5,10.0,American-Style India Pale Ale,Sixpoint Craft Ales
Hop Obama,5.2,10.0,American-Style Amber/Red Ale,Sixpoint Craft Ales
Sweet Action,5.2,10.0,American-Style Cream Ale or Lager,Sixpoint Craft Ales
