beer,abv,ibu,style,brewery,city,state
Nugget Nectar,7.5,10.0,American-Style Amber/Red Ale,Troegs Brewing,Harrisburg,Pennsylvania
Flying Mouflan,9.3,10.0,American-Style Barley Wine Ale,Troegs Brewing,Harrisburg,Pennsylvania
Rugged Trail Ale,4.4,10.0,American-Style Brown Ale,Troegs Brewing,Harrisburg,Pennsylvania
Oatmeal Stout,6.8,10.0,American-Style Stout,Troegs Brewing,Harrisburg,Pennsylvania
Java Head Stout,7.5,10.0,American-Style Stout,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #27 2010 Cocaoabunga,6.7,10.0,American-Style Stout,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #7 2008,7.9,10.0,South German-Style Weizenbock,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #10 2008,14.52,10.0,Belgian-Style Tripel,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #8 2008,14.51,10.0,Belgian-Style Tripel,Troegs Brewing,Harrisburg,Pennsylvania
Trí_egs Splinter Beer Gold,12.0,10.0,Belgian-Style Tripel,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #22 2009,5.5,10.0,Belgian-Style White,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #21 2009 - Artisan Ale,7.8,10.0,Other Belgian-Style Ales,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #14 2008,6.7,10.0,French & Belgian-Style Saison,Troegs Brewing,Harrisburg,Pennsylvania
Sunshine Pils,5.3,10.0,German-Style Pilsener,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #17 2009,5.6,10.0,German-Style Pilsener,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #13 2008,4.9,10.0,German-Style Oktoberfest,Troegs Brewing,Harrisburg,Pennsylvania
Troegenator Double Bock,8.2,10.0,German-Style Doppelbock,Troegs Brewing,Harrisburg,Pennsylvania
Bavarian Lager,5.0,10.0,American-Style Lager,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #6 2007,5.1,10.0,American-Style Lager,Troegs Brewing,Harrisburg,Pennsylvania
Dreamweaver,4.8,10.0,Light American Wheat Ale or Lager,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #18 2009,7.3,10.0,American Rye Ale or Lager,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #25 2009 Magical Moustache Rye,6.5,10.0,American Rye Ale or Lager,Troegs Brewing,Harrisburg,Pennsylvania
Scratch #16 2008,6.3,10.0,Winter Warmer,Troegs Brewing,Harrisburg,Pennsylvania
Dom Blonde Kí_lsch,5.0,10.0,Undefined-Ignore,Appalachian Brewing Company,Harrisburg,Pennsylvania
Sophie's Sparkling Ale,4.3,10.0,Undefined-Ignore,Appalachian Brewing Company,Harrisburg,Pennsylvania
Rauchbock,7.0,10.0,Undefined-Ignore,Appalachian Brewing Company,Harrisburg,Pennsylvania
Jolly Scot Scottish Ale,5.2,10.0,Scotch Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Pennypacker Porter,5.4,10.0,Porter,Appalachian Brewing Company,Harrisburg,Pennsylvania
Coconut Porter,4.5,10.0,Porter,Appalachian Brewing Company,Harrisburg,Pennsylvania
Purist Pale Ale,4.9,10.0,American-Style Pale Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Hoppy Trails India Pale Ale,6.2,10.0,American-Style India Pale Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
IPA Series (Simcoe),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
IPA Series (Zeus),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
IPA Series (Horizon),4.5,10.0,American-Style India Pale Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Celtic Knot Irish Red,4.8,10.0,American-Style Amber/Red Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Grinnin' Grizzly Spiced Ale,5.7,10.0,American-Style Amber/Red Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Broad Street Barleywine,8.7,10.0,American-Style Barley Wine Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Trail Blaze Organic Brown Ale,5.3,10.0,American-Style Brown Ale,Appalachian Brewing Company,Harrisburg,Pennsylvania
Susquehanna Stout,4.6,10.0,American-Style Stout,Appalachian Brewing Company,Harrisburg,Pennsylvania
Hinterland Hefe Weizen,5.3,10.0,South German-Style Hefeweizen,Appalachian Brewing Company,Harrisburg,Pennsylvania
Volks Weizenbock,7.2,10.0,South German-Style Weizenbock,Appalachian Brewing Company,Harrisburg,Pennsylvania
Abbey Roade Belgian Ale,6.4,10.0,Other Belgian-Style Ales,Appalachian Brewing Company,Harrisburg,Pennsylvania
Peregrine Pilsner,4.8,10.0,German-Style Pilsener,Appalachian Brewing Company,Harrisburg,Pennsylvania
Kipona Fest,5.2,10.0,German-Style Oktoberfest,Appalachian Brewing Company,Harrisburg,Pennsylvania
Anniversary Maibock,7.2,10.0,German-Style Heller Bock/Maibock,Appalachian Brewing Company,Harrisburg,Pennsylvania
Mountain Lager,4.5,10.0,American-Style Lager,Appalachian Brewing Company,Harrisburg,Pennsylvania
Zoigl Star Lager,5.9,10.0,American-Style Lager,Appalachian Brewing Company,Harrisburg,Pennsylvania
Water Gap Wheat,4.5,10.0,Light American Wheat Ale or Lager,Appalachian Brewing Company,Harrisburg,Pennsylvania
Wildflower Honey Wheat,4.5,10.0,Light American Wheat Ale or Lager,Appalachian Brewing Company,Harrisburg,Pennsylvania
Batch 666,7.7,10.0,Winter Warmer,Appalachian Brewing Company,Harrisburg,Pennsylvania
Yuengling Black and Tan,4.7,10.0,Undefined-Ignore,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Porter,4.7,10.0,Porter,Yuengling & Son Brewing,Pottsville,Pennsylvania
Lord Chesterfield Ale,5.4,10.0,American-Style Pale Ale,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Bock Beer,4.5,10.0,Traditional German-Style Bock,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Lager,4.4,10.0,American-Style Lager,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Premium Beer,4.4,10.0,American-Style Lager,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Lager Light,3.4,10.0,American-Style Light Lager,Yuengling & Son Brewing,Pottsville,Pennsylvania
Yuengling Premium Light,3.5,10.0,American-Style Light Lager,Yuengling & Son Brewing,Pottsville,Pennsylvania
Penn Dark,4.0,10.0,Undefined-Ignore,Penn Brewery,Pittsburgh,Pennsylvania
Penn Marzen,4.5,10.0,Undefined-Ignore,Penn Brewery,Pittsburgh,Pennsylvania
Penn Weizen,4.0,10.0,South German-Style Hefeweizen,Penn Brewery,Pittsburgh,Pennsylvania
Penn Pilsner,4.0,10.0,German-Style Pilsener,Penn Brewery,Pittsburgh,Pennsylvania
Penn Oktoberfest,4.5,10.0,German-Style Oktoberfest,Penn Brewery,Pittsburgh,Pennsylvania
PENNdemonium,8.0,10.0,Traditional German-Style Bock,Penn Brewery,Pittsburgh,Pennsylvania
St. Nikolaus Bock Bier,6.0,10.0,Traditional German-Style Bock,Penn Brewery,Pittsburgh,Pennsylvania
Penn Gold,4.0,10.0,American-Style Lager,Penn Brewery,Pittsburgh,Pennsylvania
Straub,4.33,10.0,Undefined-Ignore,Straub Brewery,St. Mary's,Pennsylvania
Straub Light,3.16,10.0,Undefined-Ignore,Straub Brewery,St. Mary's,Pennsylvania
St Ides,8.0,10.0,Undefined-Ignore,Pabst Brewing Company,San Antonio,Texas
Colt 45,6.5,10.0,Undefined-Ignore,Pabst Brewing Company,San Antonio,Texas
Old Milwaukee,4.6,10.0,American-Style Lager,Pabst Brewing Company,San Antonio,Texas
Lone Star,4.65,10.0,American-Style Lager,Pabst Brewing Company,San Antonio,Texas
Primo,4.5,10.0,American-Style Lager,Pabst Brewing Company,San Antonio,Texas
Pabst Blue Ribbon,4.74,10.0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas
Pabst Blue Ribbon Light,4.19,10.0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas
Piels Draft,4.6,10.0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas
Piels Light,3.79,10.0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas
Lone Star Light,3.85,10.0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas
Garde Dog,5.8,10.0,Undefined-Ignore,Flying Dog Brewery,Denver,Colorado
K-9 Cruiser Winter Ale,6.4,10.0,Old Ale,Flying Dog Brewery,Denver,Colorado
Road Dog Ale,6.0,10.0,Porter,Flying Dog Brewery,Denver,Colorado
Gonzo Imperial Porter,7.8,10.0,Porter,Flying Dog Brewery,Denver,Colorado
Doggie Style Ale,4.5,10.0,American-Style Pale Ale,Flying Dog Brewery,Denver,Colorado
Classic Pale Ale,5.5,10.0,American-Style Pale Ale,Flying Dog Brewery,Denver,Colorado
Snake Dog IPA,7.1,10.0,American-Style India Pale Ale,Flying Dog Brewery,Denver,Colorado
Double Dog Double Pale Ale,11.5,10.0,Imperial or Double India Pale Ale,Flying Dog Brewery,Denver,Colorado
Old Scratch Lager,5.5,10.0,American-Style Amber/Red Ale,Flying Dog Brewery,Denver,Colorado
Horn Dog,14.52,10.0,American-Style Barley Wine Ale,Flying Dog Brewery,Denver,Colorado
In-Heat Wheat,4.7,10.0,South German-Style Hefeweizen,Flying Dog Brewery,Denver,Colorado
Kerberos,8.5,10.0,Belgian-Style Tripel,Flying Dog Brewery,Denver,Colorado
Woody Creek White,4.8,10.0,Belgian-Style White,Flying Dog Brewery,Denver,Colorado
Raging Bitch Belgian IPA,8.3,10.0,Other Belgian-Style Ales,Flying Dog Brewery,Denver,Colorado
Dogtoberfest Octoberfest,5.3,10.0,German-Style Oktoberfest,Flying Dog Brewery,Denver,Colorado
Heller Hound Bock Beer,6.2,10.0,German-Style Heller Bock/Maibock,Flying Dog Brewery,Denver,Colorado
Skyline Stout,4.3,10.0,Undefined-Ignore,Mudshark Brewing,Lake Havasu City,Arizona
Scorpion Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Mudshark Brewing,Lake Havasu City,Arizona
Dry Heat Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Mudshark Brewing,Lake Havasu City,Arizona
Full Moon Belgian White Ale,7.9,10.0,Belgian-Style White,Mudshark Brewing,Lake Havasu City,Arizona
UpRiver Lager,4.5,10.0,American-Style Light Lager,Mudshark Brewing,Lake Havasu City,Arizona
Sunbru Kí_lsch Style Ale,5.2,10.0,Undefined-Ignore,Four Peaks Brewing,Tempe,Arizona
Blind Date Ale,7.0,10.0,Undefined-Ignore,Four Peaks Brewing,Tempe,Arizona
8th Street Ale,4.5,10.0,Special Bitter or Best Bitter,Four Peaks Brewing,Tempe,Arizona
Kilt Lifter  Scottish-Style Ale,6.0,10.0,Scotch Ale,Four Peaks Brewing,Tempe,Arizona
Oatmeal Stout,5.0,10.0,Oatmeal Stout,Four Peaks Brewing,Tempe,Arizona
Hop Knot IPA,6.0,10.0,American-Style India Pale Ale,Four Peaks Brewing,Tempe,Arizona
The Raj India Pale Ale,6.9,10.0,American-Style India Pale Ale,Four Peaks Brewing,Tempe,Arizona
American-Style Brown Ale,5.0,10.0,American-Style Brown Ale,Four Peaks Brewing,Tempe,Arizona
Hefeweizen,5.0,10.0,South German-Style Hefeweizen,Four Peaks Brewing,Tempe,Arizona
Alt Ball and Chain,5.2,10.0,German-Style Brown Ale/Altbier,Four Peaks Brewing,Tempe,Arizona
Belgian Wit,4.5,10.0,Belgian-Style White,Four Peaks Brewing,Tempe,Arizona
Arizona Peach,4.0,10.0,Belgian-Style Fruit Lambic,Four Peaks Brewing,Tempe,Arizona
Abbey Normal Ale,4.5,10.0,Other Belgian-Style Ales,Four Peaks Brewing,Tempe,Arizona
Barrel-Aged Blind Date Ale,7.5,10.0,Other Belgian-Style Ales,Four Peaks Brewing,Tempe,Arizona
Black Betty Schwartzbier,5.0,10.0,German-Style Schwarzbier,Four Peaks Brewing,Tempe,Arizona
Caulfield's Rye,4.9,10.0,American Rye Ale or Lager,Four Peaks Brewing,Tempe,Arizona
Alaskan Summer Ale,5.3,10.0,Undefined-Ignore,Alaskan Brewing,Juneau,Alaska
Alaskan ESB,5.0,10.0,Extra Special Bitter,Alaskan Brewing,Juneau,Alaska
Alaskan Amber,5.3,10.0,Old Ale,Alaskan Brewing,Juneau,Alaska
Alaskan Stout,5.7,10.0,Oatmeal Stout,Alaskan Brewing,Juneau,Alaska
Alaskan Smoked Porter,6.5,10.0,Porter,Alaskan Brewing,Juneau,Alaska
Alaskan IPA,6.2,10.0,American-Style India Pale Ale,Alaskan Brewing,Juneau,Alaska
Alaskan Barley Wine Ale,14.54,10.0,American-Style Barley Wine Ale,Alaskan Brewing,Juneau,Alaska
Alaskan Pale,5.2,10.0,Golden or Blonde Ale,Alaskan Brewing,Juneau,Alaska
Alaskan White Ale,5.3,10.0,Belgian-Style White,Alaskan Brewing,Juneau,Alaska
Breakup Bock,7.0,10.0,Traditional German-Style Bock,Alaskan Brewing,Juneau,Alaska
Winter Ale,6.4,10.0,Winter Warmer,Alaskan Brewing,Juneau,Alaska
Billtown Blonde,6.0,10.0,Undefined-Ignore,Bullfrog Brewery,Williamsport,Pennsylvania
Susquehanna Oatmeal Stout,6.2,10.0,Oatmeal Stout,Bullfrog Brewery,Williamsport,Pennsylvania
Smoked Porter,6.0,10.0,Porter,Bullfrog Brewery,Williamsport,Pennsylvania
Fast Eddies Pale Ale,5.0,10.0,American-Style Pale Ale,Bullfrog Brewery,Williamsport,Pennsylvania
Edgar I.P.A.,8.0,10.0,American-Style India Pale Ale,Bullfrog Brewery,Williamsport,Pennsylvania
Inspiration Red,5.6,10.0,American-Style Amber/Red Ale,Bullfrog Brewery,Williamsport,Pennsylvania
Hands Off Maibock,8.0,10.0,German-Style Heller Bock/Maibock,Bullfrog Brewery,Williamsport,Pennsylvania
Square Feet Wheat,4.5,10.0,Undefined-Ignore,Bavarian Barbarian Brewing Company,Williamsport,Pennsylvania
Weldspatter IPA,7.0,10.0,American-Style India Pale Ale,Bavarian Barbarian Brewing Company,Williamsport,Pennsylvania
2x4 India Pale Ale,7.0,10.0,Imperial or Double India Pale Ale,Bavarian Barbarian Brewing Company,Williamsport,Pennsylvania
Hammerin' Ale,4.5,10.0,American-Style Amber/Red Ale,Bavarian Barbarian Brewing Company,Williamsport,Pennsylvania
Headbangerz Brown Ale,5.0,10.0,American-Style Brown Ale,Bavarian Barbarian Brewing Company,Williamsport,Pennsylvania
Capitol Kolsch,4.8,10.0,Undefined-Ignore,Capital City Brewing Company,Washington,District of Columbia
Irish Red Ale,5.2,10.0,Irish-Style Red Ale,Capital City Brewing Company,Washington,District of Columbia
Amber Waves,5.3,10.0,American-Style Amber/Red Ale,Capital City Brewing Company,Washington,District of Columbia
St. Adrian's Alt,4.5,10.0,German-Style Brown Ale/Altbier,Capital City Brewing Company,Washington,District of Columbia
Odd Notion Winter 07,7.5,10.0,Undefined-Ignore,Magic Hat,South Burlington,Vermont
Odd Notion Summer 08,3.6,10.0,Undefined-Ignore,Magic Hat,South Burlington,Vermont
Braggot,6.0,10.0,Undefined-Ignore,Magic Hat,South Burlington,Vermont
Odd Notion Winter 08,7.5,10.0,Undefined-Ignore,Magic Hat,South Burlington,Vermont
Scumptious Spring Lager (Vinyl),4.5,10.0,Undefined-Ignore,Magic Hat,South Burlington,Vermont
Jinx,6.9,10.0,Scotch Ale,Magic Hat,South Burlington,Vermont
Odd Notion Spring 08,4.6,10.0,Irish-Style Red Ale,Magic Hat,South Burlington,Vermont
#9,4.6,10.0,American-Style Pale Ale,Magic Hat,South Burlington,Vermont
Single Chair Ale,5.0,10.0,American-Style Pale Ale,Magic Hat,South Burlington,Vermont
Lucky Kat,5.8,10.0,American-Style India Pale Ale,Magic Hat,South Burlington,Vermont
HIPA,6.8,10.0,American-Style India Pale Ale,Magic Hat,South Burlington,Vermont
Roxy Rolles,5.8,10.0,American-Style Amber/Red Ale,Magic Hat,South Burlington,Vermont
Chaotic Chemistry,14.58,10.0,American-Style Barley Wine Ale,Magic Hat,South Burlington,Vermont
Thumbsucker,7.8,10.0,American-Style Imperial Stout,Magic Hat,South Burlington,Vermont
Circus Boy,5.2,10.0,South German-Style Hefeweizen,Magic Hat,South Burlington,Vermont
Howl,4.6,10.0,American-Style Lager,Magic Hat,South Burlington,Vermont
Hocus Pocus,4.5,10.0,Light American Wheat Ale or Lager,Magic Hat,South Burlington,Vermont
Feast of Fools,5.3,10.0,Fruit Beer,Magic Hat,South Burlington,Vermont
Wacko,4.5,10.0,Fruit Beer,Magic Hat,South Burlington,Vermont
Bar Harbor Real Ale,5.2,10.0,Undefined-Ignore,Atlantic Brewing Company,Bar Harbor,Maine
Bar Harbor Blueberry Ale,4.5,10.0,Undefined-Ignore,Atlantic Brewing Company,Bar Harbor,Maine
Dry Hop Orange,5.4,10.0,Undefined-Ignore,Caldera Brewing,Ashland,Oregon
Dry Hop Red,5.7,10.0,Undefined-Ignore,Caldera Brewing,Ashland,Oregon
Pilot Rock Porter,6.0,10.0,Porter,Caldera Brewing,Ashland,Oregon
Pale Ale,5.4,10.0,American-Style Pale Ale,Caldera Brewing,Ashland,Oregon
Caldera IPA,6.1,10.0,American-Style India Pale Ale,Caldera Brewing,Ashland,Oregon
Hopportunity Knocks Ale,6.8,10.0,American-Style India Pale Ale,Caldera Brewing,Ashland,Oregon
Ashland Amber,5.5,10.0,American-Style Amber/Red Ale,Caldera Brewing,Ashland,Oregon
Pilsener Bier,5.0,10.0,German-Style Pilsener,Caldera Brewing,Ashland,Oregon
Dark Lager,6.1,10.0,American-Style Lager,Caldera Brewing,Ashland,Oregon
Snake Oil,7.0,10.0,Undefined-Ignore,DuClaw,Baltimore,Maryland
Bad Moon Porter,5.1,10.0,Porter,DuClaw,Baltimore,Maryland
Venom,5.6,10.0,American-Style Pale Ale,DuClaw,Baltimore,Maryland
Hellrazer,6.2,10.0,American-Style India Pale Ale,DuClaw,Baltimore,Maryland
Misfit Red,5.1,10.0,American-Style Amber/Red Ale,DuClaw,Baltimore,Maryland
Blackout,5.0,10.0,German-Style Schwarzbier,DuClaw,Baltimore,Maryland
Proletary,5.0,10.0,Undefined-Ignore,Brewer's Art,Baltimore,Maryland
Resurrection,7.0,10.0,Belgian-Style Dubbel,Brewer's Art,Baltimore,Maryland
Ozzy,7.25,10.0,Other Belgian-Style Ales,Brewer's Art,Baltimore,Maryland
OVL Stout,4.0,10.0,Undefined-Ignore,Russian River Brewing,Santa Rosa,California
Supplication,7.0,10.0,Undefined-Ignore,Russian River Brewing,Santa Rosa,California
Dead Leaf Green,5.68,10.0,Special Bitter or Best Bitter,Russian River Brewing,Santa Rosa,California
Lap Dance Pale Ale,5.55,10.0,American-Style Pale Ale,Russian River Brewing,Santa Rosa,California
Parking Violation,5.6,10.0,American-Style Pale Ale,Russian River Brewing,Santa Rosa,California
Blind Pig IPA,6.0,10.0,American-Style India Pale Ale,Russian River Brewing,Santa Rosa,California
Russian River IPA,6.5,10.0,American-Style India Pale Ale,Russian River Brewing,Santa Rosa,California
Pliny the Elder,8.0,10.0,Imperial or Double India Pale Ale,Russian River Brewing,Santa Rosa,California
Pliny the Younger,11.0,10.0,Imperial or Double India Pale Ale,Russian River Brewing,Santa Rosa,California
Aud Blonde,4.5,10.0,Golden or Blonde Ale,Russian River Brewing,Santa Rosa,California
Damnation,7.0,10.0,Other Belgian-Style Ales,Russian River Brewing,Santa Rosa,California
Beer Esteem,5.6,10.0,American-Style Lager,Russian River Brewing,Santa Rosa,California
Orlio Common Ale,5.0,10.0,Undefined-Ignore,Orlio Organic,South Burlington,Vermont
Orlio Seasonal India Pale Ale,5.4,10.0,American-Style India Pale Ale,Orlio Organic,South Burlington,Vermont
Orlio Seasonal Black Lager,4.5,10.0,German-Style Schwarzbier,Orlio Organic,South Burlington,Vermont
Olde English 800,4.5,10.0,Undefined-Ignore,Miller Brewing,Milwaukee,Wisconsin
Miller Chill,4.1,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Miller High Life,5.0,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Miller Genuine Draft,4.66,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Milwaukee's Best Light,4.5,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Icehouse,5.5,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Milwaukees Best,4.5,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Miller Lite,4.2,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Red Dog,5.0,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Mickey's Ice,5.8,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Miller Genuine Draft 64,2.8,10.0,American-Style Light Lager,Miller Brewing,Milwaukee,Wisconsin
Copper Hill Kolsch,5.1,10.0,Undefined-Ignore,The Cambridge House,Granby,Connecticut
Old Mill Pond ESB,6.5,10.0,Extra Special Bitter,The Cambridge House,Granby,Connecticut
Abijah Rowe IPA,6.8,10.0,American-Style India Pale Ale,The Cambridge House,Granby,Connecticut
Three Steve Stout,5.3,10.0,American-Style Stout,The Cambridge House,Granby,Connecticut
Alt,5.7,10.0,German-Style Brown Ale/Altbier,The Cambridge House,Granby,Connecticut
Angry Angel,4.5,10.0,Undefined-Ignore,Big Boss Brewing Company,Raleigh,North Carolina
Bad Penny,5.5,10.0,American-Style Brown Ale,Big Boss Brewing Company,Raleigh,North Carolina
Hell's Belle,7.0,10.0,Other Belgian-Style Ales,Big Boss Brewing Company,Raleigh,North Carolina
Saranac Black & Tan,5.1,10.0,Undefined-Ignore,F.X. Matt Brewing,Utica,New York
Saranac Kolsch,5.0,10.0,Undefined-Ignore,F.X. Matt Brewing,Utica,New York
Saranac Marzenbier,5.6,10.0,Undefined-Ignore,F.X. Matt Brewing,Utica,New York
Saranac Chocolate Amber,5.5,10.0,Undefined-Ignore,F.X. Matt Brewing,Utica,New York
Saranac Rachbier,5.6,10.0,Undefined-Ignore,F.X. Matt Brewing,Utica,New York
Saranac Extra Special Bitter,5.5,10.0,Extra Special Bitter,F.X. Matt Brewing,Utica,New York
Saranac Single Malt,5.5,10.0,Scotch Ale,F.X. Matt Brewing,Utica,New York
Saranac Scotch Ale,6.0,10.0,Scotch Ale,F.X. Matt Brewing,Utica,New York
Saranac Oatmeal Stout,4.3,10.0,Oatmeal Stout,F.X. Matt Brewing,Utica,New York
Saranac Caramel Porter,5.4,10.0,Porter,F.X. Matt Brewing,Utica,New York
Saranac Pale Ale,5.5,10.0,American-Style Pale Ale,F.X. Matt Brewing,Utica,New York
Saranac India Pale Ale,5.8,10.0,American-Style India Pale Ale,F.X. Matt Brewing,Utica,New York
Saranac Imperial IPA,8.5,10.0,Imperial or Double India Pale Ale,F.X. Matt Brewing,Utica,New York
Saranac Brown Ale,6.0,10.0,American-Style Brown Ale,F.X. Matt Brewing,Utica,New York
Saranac Nut Brown Ale,5.4,10.0,American-Style Brown Ale,F.X. Matt Brewing,Utica,New York
Saranac Mocha Stout,5.0,10.0,American-Style Stout,F.X. Matt Brewing,Utica,New York
Saranac Imperial Stout,9.0,10.0,American-Style Imperial Stout,F.X. Matt Brewing,Utica,New York
Saranac Hefeweizen,5.6,10.0,South German-Style Hefeweizen,F.X. Matt Brewing,Utica,New York
